id,original_word_count,summary_3sent,summary_3sent_words,summary_2sent,summary_2sent_words,word_limited_summary,word_limited_words,original_highlights,highlights_word_count
1ee26bb772d5ff4cd57972d01cf2b6a58a038577,283,"Manhunt: Andrew 'Drew' Butler, 25, allegedly shot mother-of-three Kendra Gonzalez from the passenger seat in San Jose, California, in front of the couple's two-year-old son and her two teenage daughters . The page said: 'Kendra was brutally shot & murdered in front of her two children on April 7, 2015 by her boyfriend. We are raising money for her burial services and also for her children.",66,"Police have launched a manhunt for a father suspected of gunning down his girlfriend while she was driving. Manhunt: Andrew 'Drew' Butler, 25, allegedly shot mother-of-three Kendra Gonzalez from the passenger seat in San Jose, California, in front of the couple's two-year-old son and her two teenage daughters .",49,"Family members said the eldest daughter was screaming, saying: 'Don't kill my mom.' We are raising money for her burial services and also for her children. 'She left behind three beautiful children and a host of family and friends.' Nearly $5,000 has been raised so far.",46,"Andrew 'Drew' Butler, 25, allegedly shot mother-of-three Kendra Gonzalez .
He was in passenger seat while pair were driving in San Jose, California .
Dragged her body out of the car and left it lying on the street .
Butler told the children to get out, drove off and abandoned them .",52
84d498304f60de2fc9a7b3da06d09e7162703e70,373,"Holland manager Guus Hiddink has slammed his own supporters for booing Andres Iniesta during his side's 2-0 victory against Spain on Tuesday night and branded them a 'disgrace'. Centre back Stefan de Vrij and midfielder Davy Klaassen scored first-half goals in the morale-boosting victory, but Hiddink was unimpressed with the way Iniesta was treated. 'It's unbelievable, this is about sport.",60,"Holland manager Guus Hiddink has slammed his own supporters for booing Andres Iniesta during his side's 2-0 victory against Spain on Tuesday night and branded them a 'disgrace'. 'It's unbelievable, this is about sport.",34,"Spain midfielder Andres Iniesta controls the ball during his side's 2-0 defeat by Holland on Tuesday night . At first I didn't notice it was about him. 'It's unbelievable, this is about sport. Luckily they didn't punish us.",38,"Andres Iniesta started on the bench as Spain lost 2-0 to Holland .
Iniesta entered the fray in the 76th minute at the Amsterdam Arena .
The Spain star was booed by the Dutch fans .
Iniesta scored the winner against Holland in the 2010 World Cup final .",49
ccf8022b48435086202a4e56034dd69cf857562f,669,"The House bill would do that, with changes. CONTRARIAN: Senate Majority Leader Mitch McConnell, a Kentucky Republican, is trying to reauthorize the USA PATRIOT Act without changes . 'We must act decisively to end bulk collection in the United States,' said Rep. John Conyers, the ranking Democrat, in an Associated Press interview.",52,"The House Judiciary Committee on Thursday overwhelmingly passed the latest version of a bill known as the USA Freedom Act by a bipartisan vote of 25 to 2. Some lawmakers offered amendments they said would toughen the bill's civil liberties provisions, but those were voted down, with other lawmakers saying they would kill the deal and empower those who want to continue NSA phone records collection.",66,"The House bill would do that, with changes. REMEMBER ME? CONTRARIAN: Senate Majority Leader Mitch McConnell, a Kentucky Republican, is trying to reauthorize the USA PATRIOT Act without changes . A civil liberties group praised the bill.",37,"FREEDOM Act would replace PATRIOT Act when it expires on June 1 .
Careful negotiations have brought it to a House vote but the Senate is still uncertain .
Senate Majority Leader Mitch McConnell has introduced a bill that would re-authorize the existing PATRIOT Act for 5 more years .
Civil liberties activists are upset over mass-surveillance carried out by the NSA and exposed by leaker Edward Snowden .",69
adaa95d921ee799935c07317a88ddde69ec4d719,363,Manchester United midfielder Ander Herrera has played down comparisons with Paul Scholes . Scholes smashes home one of his 107 goals for Manchester United against Reading at Old Trafford . I think Marcos Rojo is the same.,37,Manchester United midfielder Ander Herrera has played down comparisons with Paul Scholes . I think Marcos Rojo is the same.,20,Manchester United midfielder Ander Herrera has played down comparisons with Paul Scholes . He was a one off.' Scholes smashes home one of his 107 goals for Manchester United against Reading at Old Trafford . I think Marcos Rojo is the same.,42,"Ander Herrera has scored seven goals since joining Manchester United .
Some have compared the Spaniard to United legend Paul Scholes .
But the former Athletic Bilbao midfielder says Scholes is a 'one off'
Herrera reveals that his favourite United goal came against Yeovil .",45
605848b467e4927e919790f7d85c7628adc452ee,209,"Elliot Minchella has joined London Broncos on loan from Leeds until the end of the season . Minchella has been named in Henderson's 19-man squad for Friday's game with Featherstone. 'I'm really excited to be coming down to London,' he said.",41,"Elliot Minchella has joined London Broncos on loan from Leeds until the end of the season . 'I'm really excited to be coming down to London,' he said.",28,"I feel Elliot will add competition for places and some quality to our forward pack.' Elliot Minchella has joined London Broncos on loan from Leeds until the end of the season . 'I'm really excited to be coming down to London,' he said. 'It's a massive change of scenery but I'm going to learn a lot from being down here.",60,"Leeds teenager moves to London Broncos until end of the season .
The 19-year-old has made six sub appearances in Super League .",23
e2706dce6cf26bc61b082438188fdb6e130d9e40,773,"The resumption of the use of capital punishment in Belarus -- the only country in Europe and Central Asia to execute people -- after a two year hiatus spoiled an near-universal decrease in countries using the death penalty by region. While figures are not available, Amnesty estimates that China also executes ""thousands"" of prisoners each year, ""more than the rest of the world put together."" ""The taking of life is too irreversible for one human being to inflict it on another,"" he said, in marking World Day against Death Penalty in October.",92,"At least 607 people were executed around the world in 2014, compared to 778 in 2013. While the report notes some encouraging signs, it also highlights a marked increase in the number of people sentenced to death in 2014.",39,"Opinion: Sharp spike in death sentences . ""Even though we've highlighted some of the negative developments... I think we would always highlight that there are positive developments,"" Gaughran said. The report also highlights the imperfections in the judiciary processes that lead to many sentenced to death.",46,"Amnesty's annual death penalty report catalogs encouraging signs, but setbacks in numbers of those sentenced to death .
Organization claims that governments around the world are using the threat of terrorism to advance executions .
The number of executions worldwide has gone down by almost 22% compared with 2013, but death sentences up by 28% .",56
8a0db377b18e41ecf4edce9eaef77b1fd04b56b1,562,"Bates president: The ex-assistant to Bates College president Clayton A. Spencer (pictured) claims that the president fired her because she wouldn't job with her or watch chick flicks . Hulbert claims that Spencer asked her to participate in tennis lessons but again she said she would 'reluctantly' try because of the injury to her foot. Spencer allegedly fired Hulbert on July 10 because she 'did not have pizzazz,' Hulbert claims.",70,Bates president: The ex-assistant to Bates College president Clayton A. Spencer (pictured) claims that the president fired her because she wouldn't job with her or watch chick flicks . Hulbert says when she began employment that Spencer expected her to jog with her at 5:30 a.m. but that she could not because she had surgery on her right foot in the past.,62,"A woman who worked briefly for the president of a Maine college has filed a discrimination lawsuit against the school, alleging she was expected to play tennis, jog and watch 'chick flicks' with her female boss. Bates president: The ex-assistant to Bates College president Clayton A. Spencer (pictured) claims that the president fired her because she wouldn't job with her or watch chick flicks . Hulbert alleges that she was mislead when she was for the job at Spencer's home in Winchester, Mass. A Bates spokesman said in a statement that 'the college strongly disagrees with the allegations' and will defend itself in court.",104,"Sarah Hulbert claims she was treated differently from her male co-workers during her time as an executive assistant at Bates College in Lewiston .
Hulbert claims that Bates President A. Clayton Spencer expected her to jog, play tennis, and watch chick flicks .
A Bates spokesman said in a statement that 'the college strongly disagrees with the allegations' and will defend itself in court .",65
99a602ba887e6f84fc5c5aa9b28ded82cfc3c1b7,839,"Richard Wilkins has had almost 30 years of dealing with tantrums and egos as a television presenter and interviewer, but standing on ANZAC Cove thinking of what his grandfather George had faced 100 years ago, reduced him to tears . 'I've got a 29-year-old son and another who turns 20 on ANZAC DAY, those are prime ages to have been over here a century ago, perish the thought, it's deeply, deeply overwhelming.' Richard Wilkins pieced together a story for the Today Show on the Nine Network about his grandfather George's time at Gallipoli on the eve of centenary ANZAC Day commemorations .",102,"Richard Wilkins is made of stern stuff, he's had to be across almost 30 years of dealing with tantrums and egos as a television presenter and interviewer, but standing on ANZAC Cove thinking of what his grandfather George had faced 100 years ago, reduced him to tears. 'I was thrilled at how they restore and maintain all the various artefacts that have been donated by various families,' said Richard Wilkins .",71,"Scroll down for video . George William Thomson, Richard Wilkins' grandfather, who served in Gallipoli as part of the New Zealand medical corps . A doting grandfather, George Thomson, pictured in his later years. Images from the NZ War Memorial of Kiwi Diggers in Gallipoli.",45,"Veteran TV presenter Richard Wilkins was moved to tears as he retraced his grandfather's ANZAC footsteps .
Reading his ""papa's"" war diaries 'lit a flame of interest' to head to Gallipoli .
He cracked when standing on ANZAC Cove thinking of how 'the poor buggers found themselves in hell'",49
24aa5550c4a79cbb1a8138e477517967fb7e14ba,584,"Prove it: Allie Davis, 21, (pictured) is so obsessed with Beyonce that yesterday she made her boyfriend take a written exam on the famous singer in order to stay with her . Passed: She posted the results of the not-entirely-serious stunt on Twitter (pictured), revealing that her boyfriend of two-and-a-half years had passed with a score of 80 per cent . Allie, whose Twitter handle is 'Yonce', later shared a blank copy of the exam with her 2,000+ followers for them to partake themselves, 'to make sure that they're in the right relationship.'",93,"Meet Allie Davis, a woman so obsessed with Beyonce that she made her boyfriend take a written exam on the famous singer, along with questions about other pop stars, in order to stay with her. After a series of questions about Beyonce's songs, and those of other artists, Allie demands: 'Briefly explain the Solange Knowles elevator incident.",57,"Who was involved?' After a series of questions about Beyonce's songs, and those of other artists, Allie demands, 'Briefly explain the Solange Knowles elevator incident. Who was involved?' She later added: 'When some people call you nuts and psychotic because of a funny Beyonce joke #lightenup'.",46,"Allie Davis, 21, required her boyfriend to score at least 60 per cent to pass .
She posted questions and his results to Twitter after he scored 80 per cent .
Allie insists the stunt wasn't entirely serious .",39
4f5b77ed3eeb5d86c9d61aaa71779d9586b3101f,1460,"Convicted: Married businessman Mohammed Khubaib, originally from Pakistan, had a ‘persistent and almost predatory interest’ in teenage girls . Eatery: Khubaib, who lived in Peterborough with his wife and children, would pursue his interest 'away from his home and family', using his restaurant (above) as a 'focal point' Judge Peter Rook QC told him he had been convicted 'of a very serious offence of a rape on a young girl... having plied her with vodka'. But we told her that, at the end of the day, she has helped so many girls.",92,"A restaurant boss is facing a lengthy jail sentence after he became the last of a string of men to be convicted of child sex offences against girls in Peterborough. Khubaib - who was convicted of the charges against him by a jury at the Old Bailey in five hours - had a ‘persistent and almost predatory interest’ in teenage girls, the trial heard.",64,"Scroll down for video . The girl refused. The girls became uncomfortable when Khubaib got into a row on his phone and slipped away. At one point she got very depressed and kept saying ""I'm stupid, I'm silly"".",38,"Married businessman Mohammed Khubaib convicted of raping girl, 14 .
Also guilty of trafficking girls as young as 12 over more than two years .
Co-defendant cleared of raping 16-year-old and seven trafficking charges .
Conviction part of Cambridgeshire Police's probe into child sex offences .",46
16a3e72e7ee751ca140f3fa7de244f7df3a5013e,698,"Shanghai, China (CNN)When China's biggest auto show opens in Shanghai this week, the only models on display will be the ones with four wheels. The country's gearheads have embraced the SUV or sport utility vehicle, sales of which jumped a third last year, and many will feature in the displays planned by dozens of European, Japanese U.S., South Korea and Chinese automakers. It would be the first car made in China to hit U.S showrooms and may pave the way for Chinese brands to shake up the U.S. market like Japanese and Korean car manufacturers did decades earlier.",98,"However, the show comes at a turning point for China's auto market, which is facing a second year of slower growth in 2015 after a decade-long sales and production frenzy. It would be the first car made in China to hit U.S showrooms and may pave the way for Chinese brands to shake up the U.S. market like Japanese and Korean car manufacturers did decades earlier.",66,"Vehicle sales in China totaled 23.5 million units last year, almost a third more than in the United States. Intense competition for China's drivers means that car manufacturers are increasingly developing vehicles that cater to Chinese preferences. ""The SUV is popular as a first car,"" said Raymond Tsang, a Shanghai-based partner at consultancy Bain & Company. Just maybe, China will need those car babes to boost sales after all.",69,"Organizers want to ban scantily-clad models at car show .
The Shanghai Auto Show is a key event for global automakers .
Cars are no longer the status symbol they once were in China .",35
53ef22290c7e5c0d7eb346d55584a7c50efad3d7,602,"London will fare the worst, with prices actually dropping by 3.6 per cent over the next year, it is claimed. Forecasts show house prices across the UK will rise at a fraction of last year’s frenetic pace. Annual price growth across the country will then gradually accelerate again over the next five years, hitting 4 per cent by 2020.",59,"House prices across the UK will rise at a fraction of last year’s frenetic pace, forecasts show. London will fare the worst, with prices actually dropping by 3.6 per cent over the next year, it is claimed.",37,It follows last year’s record price hike of 17.4 per cent in the capital. Forecasts show house prices across the UK will rise at a fraction of last year’s frenetic pace. File photo . File photo .,37,"Forecasts show prices will rise at a fraction of last year’s frenetic pace .
London will fare worst with prices dropping by 3.6 per cent over next year .
This follows last year’s record price hike of 17.4 per cent in the capital .
Economists said that the housing market had ‘got ahead of itself’ last year .",58
87eda3b4401790d9d1476f7c9c12660dc6c8adf3,575,"Rhodri with his wife Natasha before he knew about her eight-year affair with his brother Ryan . Natasha also said she had aborted Ryan's baby just weeks before she got married to Rhodri in Las Vegas. I will lose my job if I lost my licence,' he said.",48,Rhodri with his wife Natasha before he knew about her eight-year affair with his brother Ryan . 'I’ve been awaiting the outcome of this.,24,Celebrity Big Brother star: Natasha Giggs had an eight-year affair with football legend Ryan Giggs . Rhodri with his wife Natasha before he knew about her eight-year affair with his brother Ryan . 'I’ve been awaiting the outcome of this. It’s been difficult.,43,"Ryan Giggs apologises for his eight-year affair with brother's wife .
Manchester United legend rang his brother out of the blue after four years .
Rhodri's wife Natasha aborted Ryan's baby just before marrying Rhodri .
Natasha and Rhodri attempted to stay together but divorced in 2013 .
Former footballer also had affair with Big Brother star Imogen Thomas .",60
48ed302090205d8427c2c413b8fcbe0738ffa9a9,574,"There is also growing evidence that immediate cord-clamping can be particularly harmful for premature babies. But he said there was ‘continual resistance to change’ – with some doctors refusing delayed cord-clamping even today. Ms Burleigh, recently named Midwife of the Year by the British Journal Of Midwifery, added: ‘In 20 or 30 years I think we will look back on immediate cord-clamping and think, “What were we doing?",68,"She said: ‘One day I had a brainwave and thought, “We all clamp the cord within seconds of the baby being born, but we are doing it without any evidence about whether it’s good or bad for the baby.”' She contacted other medics, including obstetrician Dr David Hutchon, and together the group amassed evidence that stopping the blood flow so early could be harmful. Ms Burleigh, a midwife for 26 years, said she had to overcome persistent doubts from colleagues, who asked who she was to query medical protocol.",89,"There is also growing evidence that immediate cord-clamping can be particularly harmful for premature babies. ‘There was quite a lot of resistance from both doctors and midwives,’ she said. But he said there was ‘continual resistance to change’ – with some doctors refusing delayed cord-clamping even today. We dropped an absolute clanger.""'",52,"Amanda Burleigh was convinced clamping cord immediately was wrong .
Contacted other medics and they amassed evidence it could be harmful .
National Institute for Health and Care Excellence guidelines have changed .
Cord shouldn't be routinely clamped ‘earlier than one minute from the birth'",45
c1162ae920da18097cca6e8d9520e6d9411037b1,290,"The body of Kyle Knox has been found near the foot of Ben Nevis three weeks after he disappeared . The mercury had plunged to minus seven and winds of up to 70mph were recorded in the region. Searches of Ben Nevis and the Glen Nevis area of Lochaber were launched after the alarm was raised, with Lochaber Mountain Rescue and a RAF search and rescue helicopter from Lossiemouth being scrambled to the scene.",74,The body of Kyle Knox has been found near the foot of Ben Nevis three weeks after he disappeared . The mercury had plunged to minus seven and winds of up to 70mph were recorded in the region.,38,"There was also snow on the mountain's peak. Search and rescue dogs also joined in the hunt for missing Kyle. Rescuers were forced to call off the hunt due to band weather in the Scottish Highlands. It was believed that Mr Knox, 23, of London, was attempting to scale the 4409-ft high peak alone .",55,"Kyle Knox, 23, disappeared as he tried to climb 4409-ft high Ben Nevis .
He was last seen at start of route on March 31 but failed to return to hotel .
His body was found near the foot of the peak three weeks after he vanished .
The Londoner's family has been informed of the discovery .",58
4c59ef6331ef36269295b8826339c2497cc3bc9b,327,"The La Liga title race is back on after Barcelona threw away a two-goal lead away to Sevilla, letting Real Madrid in and just two points off in second. La Gazzetta Sportiva's headline read, 'Real Men – honour to Parma' after 'decisive' Jose Mauri scored the only goal and gave the bankrupt side a chance of avoiding relegation to Serie B with a shock win. The Italian media all led with bottom club Parma beating Serie A leaders 1-0 in a shock result .",84,"The La Liga title race is back on after Barcelona threw away a two-goal lead away to Sevilla, letting Real Madrid in and just two points off in second. La Gazzetta Sportiva's headline read, 'Real Men – honour to Parma' after 'decisive' Jose Mauri scored the only goal and gave the bankrupt side a chance of avoiding relegation to Serie B with a shock win.",65,AS shared the same view with the headline 'Two points away!' and confirmed that Real have a fully fit squad for the Champions League clash against rivals Atletico Madrid on Tuesday. Marca (left) and AS were keen to play up to the fact Real Madrid have closed the gap on rivals Barcelona . Mundo Deportivo (left) led on Barca slipping up away to Sevilla while Gazzetta were shocked by Juventus .,71,"Real Madrid dispatched off Eibar 3-0 with Cristiano Ronaldo starring .
Barcelona threw away a two-goal lead at Sevilla to give Real a chance .
Juventus were shocked by bankrupt Parma after losing 1-0 .
Roma and Lazio locked in exciting battle for the Champions League .",47
67d5e6a48e9524c3e1bc6169b5999cde869d00a0,153,St Etienne want to sign Cardiff full-back Kevin Theophile-Catherine on a permanent deal. He has two years left on contract at Cardiff. Theophile-Catherine (right) competes for a header with Montpellier  forward Kevin Berigaud in December .,36,St Etienne want to sign Cardiff full-back Kevin Theophile-Catherine on a permanent deal. The Dutchman scored only one goal following his £8.5million move to Norwich from Sporting Lisbon and has scored six times this season for St Etienne in 31 appearances.,41,St Etienne want to sign Cardiff full-back Kevin Theophile-Catherine on a permanent deal. He has two years left on contract at Cardiff. St Etienne defender Kevin Theophile-Catherine shields the ball from PSG forward Zlatan Ibrahimovic . Theophile-Catherine (right) competes for a header with Montpellier  forward Kevin Berigaud in December .,50,"The 25-year-old signed for Cardiff from Stade Rennais for £2.1million .
But the defender has been on loan with St Etienne this season .
The club have an option to make the deal permanent for £1.5million .
St Etienne will not take up an option to sign Norwich striker Ricky Van Wolfswinkel on a permanent deal .",57
